timestamp,segment_id,pressure,flow_rate,temperature,valve_status,pump_state,pump_speed,compressor_state,energy_consumption,alarm_triggered,event_type,target
2024-01-01T01:23:00,3,71.002,3.32,25.577,1,1,1190.1,1,112.6,0,normal,0
2024-01-01T01:24:00,3,68.428,2.845,26.651,1,1,1207.2,1,92.71,0,normal,0
2024-01-01T01:25:00,3,71.94,3.262,23.527,0,1,1310.7,1,80.81,0,normal,0
2024-01-01T01:26:00,3,63.731,2.291,24.369,1,1,1080.9,1,101.99,1,fault,1
2024-01-01T01:27:00,3,66.919,3.09,26.014,1,1,1073.3,0,104.71,0,normal,0
2024-01-01T01:28:00,3,68.17,3.294,26.456,1,1,1192.0,0,85.97,0,normal,0
2024-01-01T01:29:00,3,69.664,3.329,25.871,0,1,1352.2,1,101.34,0,normal,0
2024-01-01T01:30:00,3,69.69,3.429,27.053,1,1,1499.7,1,86.44,0,normal,0
2024-01-01T01:31:00,3,62.063,2.59,23.825,1,1,1297.1,1,102.53,0,fault,1
2024-01-01T01:32:00,3,66.313,2.797,23.39,1,1,1493.3,1,112.6,0,normal,0
2024-01-01T01:33:00,3,70.611,3.268,26.129,0,1,1076.8,1,85.92,0,normal,0
2024-01-01T01:34:00,3,68.365,3.126,24.859,1,1,1398.6,0,84.03,0,normal,0
2024-01-01T01:35:00,3,68.274,3.243,24.159,1,1,1234.6,1,85.13,0,normal,0
2024-01-01T01:36:00,3,67.602,3.163,24.273,1,1,1306.8,1,83.98,0,normal,0
2024-01-01T01:37:00,3,62.96,2.674,23.917,1,1,1395.4,1,92.38,1,fault,1
2024-01-01T01:38:00,3,67.299,2.907,23.881,0,1,1414.6,1,89.79,0,normal,0
2024-01-01T01:39:00,3,64.197,2.175,27.464,1,1,1146.5,1,110.48,1,fault,1
2024-01-01T00:00:00,4,71.452,3.351,23.245,1,1,1196.6,1,98.97,0,normal,0
2024-01-01T00:01:00,4,70.228,3.055,27.926,1,1,1395.0,1,90.16,0,normal,0
2024-01-01T00:02:00,4,68.637,3.609,24.951,1,1,1189.9,0,110.59,0,normal,0
2024-01-01T00:03:00,4,67.311,2.765,24.812,0,1,1443.3,1,105.94,0,normal,0
2024-01-01T00:04:00,4,69.106,3.063,27.379,1,1,1221.0,1,115.31,0,normal,0
2024-01-01T00:05:00,4,68.467,2.637,28.497,1,1,1482.0,1,108.94,0,normal,0
2024-01-01T00:06:00,4,69.075,2.408,26.59,1,1,1057.0,1,111.24,0,normal,0
2024-01-01T00:07:00,4,68.867,2.811,26.586,0,1,1458.0,1,118.58,0,normal,0
2024-01-01T00:08:00,4,63.476,2.349,25.02,0,1,1479.7,1,105.64,1,fault,1
2024-01-01T00:09:00,4,70.714,3.327,25.73,1,1,1355.6,1,98.05,0,normal,0
2024-01-01T00:10:00,4,69.016,3.06,24.44,1,1,1165.6,1,87.62,0,normal,0
2024-01-01T00:11:00,4,69.848,2.865,23.293,1,1,1049.2,1,108.85,0,normal,0
2024-01-01T00:12:00,4,70.341,2.913,25.006,1,1,1498.0,1,113.08,0,normal,0
2024-01-01T00:13:00,4,71.541,3.38,23.714,1,1,1176.9,1,87.45,0,normal,0
2024-01-01T00:14:00,4,63.955,2.259,26.109,0,0,0.0,1,104.03,1,fault,1
2024-01-01T00:15:00,4,63.432,2.948,23.299,0,1,1355.4,0,107.12,1,fault,1
2024-01-01T00:16:00,4,72.105,2.979,25.067,0,1,1245.8,1,82.31,0,warning,0
2024-01-01T00:17:00,4,71.559,3.086,26.123,1,1,1276.7,1,105.92,0,normal,0
2024-01-01T00:18:00,4,71.092,3.073,25.835,1,1,1458.3,1,117.13,0,normal,0
2024-01-01T00:19:00,4,63.753,2.242,23.313,1,1,1395.3,1,85.86,0,fault,1
2024-01-01T00:20:00,4,69.545,3.077,24.403,1,1,1380.0,1,85.56,0,normal,0
2024-01-01T00:21:00,4,70.837,2.96,24.088,1,1,1259.2,1,86.57,0,normal,0
2024-01-01T00:22:00,4,71.11,3.203,24.033,1,1,1459.6,1,84.59,0,normal,0
2024-01-01T00:23:00,4,71.953,3.012,26.165,0,1,1135.5,1,81.49,0,normal,0
2024-01-01T00:24:00,4,63.576,2.569,26.035,1,1,1035.9,1,93.55,1,fault,1
2024-01-01T00:25:00,4,70.173,2.646,24.826,0,1,1320.8,1,108.16,0,normal,0
2024-01-01T00:26:00,4,69.388,3.331,25.643,1,1,1137.8,1,87.63,0,normal,0
2024-01-01T00:27:00,4,71.408,2.692,26.525,1,1,1289.5,1,99.48,0,normal,0
2024-01-01T00:28:00,4,66.677,2.447,25.383,0,1,1128.0,0,108.75,0,warning,0
2024-01-01T00:29:00,4,64.102,2.853,23.387,0,1,1273.0,1,91.68,1,fault,1
2024-01-01T00:30:00,4,72.227,2.744,25.389,1,1,1353.8,1,104.17,0,normal,0
2024-01-01T00:31:00,4,72.299,2.987,22.892,0,1,1013.1,1,94.67,0,normal,0
2024-01-01T00:32:00,4,70.215,2.672,25.496,1,1,1078.8,1,100.12,0,normal,0
2024-01-01T00:33:00,4,72.163,2.902,24.734,1,1,1019.4,1,99.82,0,normal,0
2024-01-01T00:34:00,4,73.487,3.231,24.164,1,1,1292.6,1,92.59,0,normal,0
2024-01-01T00:35:00,4,69.566,3.083,24.258,1,1,1427.6,1,100.29,0,normal,0
2024-01-01T00:36:00,4,66.101,3.019,26.409,1,1,1461.2,1,88.11,1,fault,1
2024-01-01T00:37:00,4,68.988,3.194,24.739,1,1,1487.1,1,109.62,0,normal,0
2024-01-01T00:38:00,4,61.787,2.306,25.248,1,1,1261.7,0,115.12,0,fault,1
2024-01-01T00:39:00,4,70.038,2.99,22.172,1,1,1255.6,1,91.98,0,normal,0
2024-01-01T00:40:00,4,69.304,3.229,27.531,1,1,1329.5,1,86.17,0,normal,0
2024-01-01T00:41:00,4,65.13,2.526,26.239,1,1,1492.3,1,83.04,1,fault,1
2024-01-01T00:42:00,4,70.331,2.983,21.611,1,1,1020.2,1,115.16,0,normal,0
2024-01-01T00:43:00,4,70.249,2.923,22.696,1,1,1000.5,1,119.63,0,normal,0
2024-01-01T00:44:00,4,69.444,3.068,25.487,1,1,1003.4,1,110.05,0,normal,0
2024-01-01T00:45:00,4,68.978,2.678,22.41,1,1,1276.2,1,102.11,0,normal,0
2024-01-01T00:46:00,4,69.011,3.12,26.237,1,1,1419.2,1,108.0,0,normal,0
2024-01-01T00:47:00,4,73.342,3.148,24.939,1,1,1064.6,1,108.68,0,normal,0
2024-01-01T00:48:00,4,71.889,3.041,26.843,1,1,1359.1,1,99.86,0,normal,0
2024-01-01T00:49:00,4,71.05,3.563,26.189,0,0,0.0,1,104.38,0,normal,0
2024-01-01T00:50:00,4,70.2,2.915,27.888,1,1,1253.0,1,84.34,0,normal,0
2024-01-01T00:51:00,4,71.957,2.839,24.943,1,1,1352.6,1,89.13,0,normal,0
2024-01-01T00:52:00,4,68.114,2.932,26.158,1,1,1165.0,1,99.2,0,normal,0
2024-01-01T00:53:00,4,61.208,2.826,26.405,1,1,1146.2,1,99.93,0,fault,1
2024-01-01T00:54:00,4,69.554,3.341,25.028,0,1,1486.7,1,114.43,0,normal,0
2024-01-01T00:55:00,4,70.531,3.027,24.644,1,1,1161.2,1,112.8,0,normal,0
2024-01-01T00:56:00,4,72.159,2.931,25.892,1,1,1457.6,1,95.62,0,normal,0
2024-01-01T00:57:00,4,70.895,3.164,23.445,1,1,1022.2,0,114.78,0,normal,0
2024-01-01T00:58:00,4,69.391,3.134,24.91,1,1,1467.8,1,85.73,0,normal,0
2024-01-01T00:59:00,4,73.136,3.115,23.015,1,1,1301.3,1,94.62,0,normal,0
2024-01-01T01:00:00,4,67.329,3.281,24.498,1,1,1334.2,1,115.41,0,normal,0
2024-01-01T01:01:00,4,68.702,3.482,26.573,1,1,1294.5,1,112.89,0,normal,0
2024-01-01T01:02:00,4,69.495,2.937,25.615,1,1,1025.9,1,94.0,0,normal,0
2024-01-01T01:03:00,4,73.353,3.215,23.214,1,1,1158.8,1,86.34,0,normal,0
2024-01-01T01:04:00,4,68.783,2.431,25.509,1,1,1120.2,1,88.45,0,normal,0
2024-01-01T01:05:00,4,70.618,3.61,23.465,1,1,1395.3,1,92.88,0,normal,0
2024-01-01T01:06:00,4,69.247,3.748,24.359,1,1,1092.2,1,93.92,0,normal,0
2024-01-01T01:07:00,4,70.14,3.242,22.528,1,1,1376.0,1,91.98,0,warning,0
2024-01-01T01:08:00,4,61.295,2.659,26.787,1,1,1165.6,1,97.56,0,fault,1
2024-01-01T01:09:00,4,69.872,3.607,25.069,1,1,1365.1,1,117.39,0,normal,0
2024-01-01T01:10:00,4,69.657,2.613,24.605,1,1,1480.9,1,108.38,0,normal,0
2024-01-01T01:11:00,4,69.452,2.557,27.135,1,0,0.0,1,111.83,0,normal,0
2024-01-01T01:12:00,4,71.247,3.104,24.651,1,1,1125.1,1,92.38,0,normal,0
2024-01-01T01:13:00,4,64.662,1.925,25.014,1,1,1130.8,1,117.11,1,fault,1
2024-01-01T01:14:00,4,67.278,3.592,23.429,1,1,1256.3,1,106.48,0,normal,0
2024-01-01T01:15:00,4,67.9,3.08,23.181,1,1,1352.2,1,110.32,0,normal,0
2024-01-01T01:16:00,4,67.566,2.163,23.951,1,1,1480.1,1,93.96,1,fault,1
2024-01-01T01:17:00,4,71.045,2.93,24.732,1,1,1324.5,1,96.61,0,normal,0
2024-01-01T01:18:00,4,63.436,2.142,26.154,1,1,1333.0,1,117.43,0,fault,1
2024-01-01T01:19:00,4,69.798,3.416,25.343,1,1,1213.9,1,107.43,0,normal,0
2024-01-01T01:20:00,4,70.142,2.866,24.268,1,1,1135.4,1,117.42,0,normal,0
2024-01-01T01:21:00,4,75.599,2.89,22.5,1,1,1342.8,1,111.8,0,normal,0
2024-01-01T01:22:00,4,69.545,2.851,24.702,1,1,1118.1,1,96.96,0,normal,0
2024-01-01T01:23:00,4,69.87,3.351,26.387,1,1,1353.1,1,98.8,0,warning,0
2024-01-01T01:24:00,4,72.181,2.719,23.64,1,1,1310.1,1,94.83,0,normal,0
2024-01-01T01:25:00,4,68.65,2.035,24.506,1,0,0.0,1,108.7,0,fault,1
2024-01-01T01:26:00,4,67.046,2.949,22.511,1,1,1127.4,1,106.53,0,normal,0
2024-01-01T01:27:00,4,71.966,2.212,23.752,1,1,1096.2,1,112.41,0,normal,0
2024-01-01T01:28:00,4,72.297,2.78,24.906,1,1,1255.7,1,114.62,0,normal,0
2024-01-01T01:29:00,4,69.342,2.923,26.281,1,1,1108.9,1,93.84,0,normal,0
2024-01-01T01:30:00,4,72.862,3.085,25.867,1,1,1265.7,1,100.41,0,warning,0
2024-01-01T01:31:00,4,70.172,2.3,24.859,1,1,1036.5,1,87.64,0,normal,0
2024-01-01T01:32:00,4,70.183,2.438,23.276,1,1,1212.7,0,117.77,0,normal,0
2024-01-01T01:33:00,4,61.568,2.072,25.626,1,1,1157.8,1,107.79,1,fault,1
2024-01-01T01:34:00,4,67.443,3.121,23.315,1,0,0.0,1,87.88,0,warning,0
2024-01-01T01:35:00,4,68.489,3.017,23.528,1,1,1220.5,1,89.37,0,normal,0
2024-01-01T01:36:00,4,66.255,1.92,22.948,0,0,0.0,1,92.94,1,fault,1
2024-01-01T01:37:00,4,61.764,3.134,22.608,1,1,1178.6,1,89.64,1,fault,1
2024-01-01T01:38:00,4,65.526,2.927,24.525,1,1,1086.2,0,81.72,0,normal,0
2024-01-01T01:39:00,4,70.025,3.267,26.185,1,1,1096.7,1,116.09,0,normal,0
2024-01-01T00:00:00,5,70.793,3.063,26.8,0,1,1177.5,1,101.85,0,normal,0
2024-01-01T00:01:00,5,71.406,3.371,24.924,1,1,1376.8,1,116.99,0,normal,0
2024-01-01T00:02:00,5,69.185,3.008,21.996,0,1,1273.6,1,113.13,0,normal,0
2024-01-01T00:03:00,5,69.09,2.928,23.794,0,1,1080.8,1,84.75,0,normal,0
2024-01-01T00:04:00,5,73.402,2.799,25.444,1,1,1209.8,1,81.16,0,normal,0
2024-01-01T00:05:00,5,67.264,2.758,24.067,1,1,1364.6,1,101.61,0,normal,0
2024-01-01T00:06:00,5,68.619,3.181,23.982,1,1,1418.0,1,88.77,0,normal,0
2024-01-01T00:07:00,5,74.478,3.429,24.539,1,1,1279.9,1,116.3,0,warning,0
2024-01-01T00:08:00,5,73.446,3.051,24.83,1,1,1385.4,1,110.71,0,normal,0
2024-01-01T00:09:00,5,66.915,2.734,23.553,0,1,1443.5,1,119.86,0,normal,0
2024-01-01T00:10:00,5,71.19,2.783,25.242,1,1,1213.7,1,100.37,0,warning,0
2024-01-01T00:11:00,5,67.113,2.711,24.776,1,1,1016.7,1,98.98,0,normal,0
2024-01-01T00:12:00,5,63.917,2.572,25.564,1,1,1219.0,1,103.23,1,fault,1
2024-01-01T00:13:00,5,72.127,2.804,24.057,1,1,1430.0,1,105.55,0,normal,0
2024-01-01T00:14:00,5,64.685,2.352,27.124,0,1,1497.8,1,111.56,1,fault,1
2024-01-01T00:15:00,5,71.721,3.023,24.444,1,1,1349.7,1,116.75,0,normal,0
2024-01-01T00:16:00,5,65.123,2.17,23.223,1,1,1276.2,1,91.19,1,fault,1
2024-01-01T00:17:00,5,65.342,2.167,27.776,1,1,1052.9,1,109.85,0,fault,1
2024-01-01T00:18:00,5,71.117,2.807,25.821,1,1,1224.7,1,102.7,0,normal,0
2024-01-01T00:19:00,5,71.465,2.7,25.535,1,1,1167.2,1,88.74,0,normal,0
2024-01-01T00:20:00,5,68.467,3.105,24.893,0,1,1366.2,1,82.69,0,normal,0
2024-01-01T00:21:00,5,76.908,3.086,24.429,1,1,1254.4,1,90.53,0,normal,0
2024-01-01T00:22:00,5,67.909,2.513,23.742,1,1,1265.4,1,82.83,1,fault,1
2024-01-01T00:23:00,5,67.344,3.16,22.982,1,1,1408.5,1,100.47,0,normal,0
2024-01-01T00:24:00,5,71.214,3.022,23.881,1,1,1021.0,1,114.27,0,normal,0
2024-01-01T00:25:00,5,70.158,2.575,28.534,1,1,1078.1,0,88.66,0,normal,0
2024-01-01T00:26:00,5,71.644,3.173,23.495,1,1,1201.5,1,103.57,0,normal,0
2024-01-01T00:27:00,5,66.022,3.162,28.18,1,1,1062.8,1,93.77,0,normal,0
2024-01-01T00:28:00,5,70.601,3.166,24.8,1,1,1309.8,0,111.51,0,normal,0
2024-01-01T00:29:00,5,73.246,3.163,29.907,1,1,1275.5,1,109.66,0,normal,0
2024-01-01T00:30:00,5,72.325,3.211,23.559,1,1,1035.2,1,81.0,0,normal,0
2024-01-01T00:31:00,5,70.062,2.745,23.427,0,1,1438.6,1,113.29,0,normal,0
2024-01-01T00:32:00,5,64.465,2.27,25.724,1,0,0.0,1,109.67,1,fault,1
2024-01-01T00:33:00,5,70.584,3.336,24.3,1,1,1073.3,1,91.36,0,normal,0
2024-01-01T00:34:00,5,67.458,2.675,25.592,1,1,1448.1,1,100.88,0,normal,0
2024-01-01T00:35:00,5,72.817,2.238,26.197,1,1,1360.1,1,88.04,0,normal,0
2024-01-01T00:36:00,5,69.116,2.528,23.701,1,1,1078.5,1,111.92,0,normal,0
2024-01-01T00:37:00,5,64.113,2.729,23.916,0,1,1437.5,1,94.85,1,fault,1
2024-01-01T00:38:00,5,70.653,3.011,25.065,1,1,1255.3,1,87.21,0,normal,0
2024-01-01T00:39:00,5,68.568,3.03,22.757,1,1,1014.9,1,116.08,0,normal,0
2024-01-01T00:40:00,5,73.674,2.642,27.293,1,1,1150.9,1,92.59,0,normal,0
2024-01-01T00:41:00,5,65.923,3.337,24.878,1,1,1010.1,1,118.95,0,normal,0
2024-01-01T00:42:00,5,69.601,2.656,25.133,1,1,1412.3,1,96.59,0,normal,0
2024-01-01T00:43:00,5,70.705,3.102,24.445,1,0,0.0,0,91.14,0,normal,0
2024-01-01T00:44:00,5,61.891,2.223,23.296,1,1,1485.1,1,105.44,0,fault,1
2024-01-01T00:45:00,5,73.89,3.094,25.712,1,1,1266.8,1,114.02,0,normal,0
2024-01-01T00:46:00,5,65.365,2.784,23.387,1,1,1385.3,1,98.2,1,fault,1
2024-01-01T00:47:00,5,69.903,2.86,23.972,1,1,1160.7,1,100.63,0,normal,0
2024-01-01T00:48:00,5,72.857,2.959,26.12,1,1,1122.6,1,96.55,0,normal,0
2024-01-01T00:49:00,5,72.313,3.23,22.867,1,1,1275.4,1,92.68,0,normal,0
2024-01-01T00:50:00,5,69.894,2.503,25.793,1,1,1183.1,1,81.19,0,normal,0
2024-01-01T00:51:00,5,68.075,3.1,21.763,1,1,1141.9,1,107.33,0,warning,0
2024-01-01T00:52:00,5,70.013,2.769,24.63,1,1,1351.9,0,89.71,0,normal,0
2024-01-01T00:53:00,5,70.424,3.115,24.92,1,1,1287.9,1,115.05,0,normal,0
2024-01-01T00:54:00,5,68.366,3.089,23.875,1,1,1037.7,1,111.62,0,normal,0
2024-01-01T00:55:00,5,70.779,3.065,24.937,0,1,1441.8,1,99.87,0,normal,0
2024-01-01T00:56:00,5,69.36,3.528,23.645,1,1,1198.7,1,116.92,0,normal,0
2024-01-01T00:57:00,5,69.0,2.554,26.628,1,1,1486.6,1,92.15,0,normal,0
2024-01-01T00:58:00,5,71.211,2.921,24.746,1,1,1256.1,1,117.54,0,normal,0
2024-01-01T00:59:00,5,66.522,2.683,25.478,1,1,1223.6,1,90.85,0,normal,0
2024-01-01T01:00:00,5,67.863,2.673,25.435,1,1,1000.5,1,81.56,1,fault,1
2024-01-01T01:01:00,5,71.381,3.317,25.409,1,1,1401.3,1,84.98,0,normal,0
2024-01-01T01:02:00,5,70.273,2.754,26.492,1,1,1458.2,1,83.32,0,normal,0
2024-01-01T01:03:00,5,71.583,2.623,25.966,1,1,1140.6,1,85.69,0,normal,0
2024-01-01T01:04:00,5,71.284,3.134,24.846,1,0,0.0,1,98.12,0,normal,0
2024-01-01T01:05:00,5,68.204,2.268,24.284,1,1,1334.3,1,99.14,0,normal,0
2024-01-01T01:06:00,5,71.012,3.45,22.44,1,1,1148.5,1,97.12,0,normal,0
2024-01-01T01:07:00,5,70.727,3.227,26.303,0,1,1096.9,1,103.61,0,normal,0
2024-01-01T01:08:00,5,71.115,2.965,25.284,1,1,1168.3,1,90.37,0,normal,0
2024-01-01T01:09:00,5,68.668,2.835,27.488,1,1,1373.0,1,81.98,0,normal,0
2024-01-01T01:10:00,5,71.692,3.552,25.583,1,1,1018.2,1,104.69,0,normal,0
2024-01-01T01:11:00,5,62.644,2.494,23.201,1,1,1272.4,1,119.58,1,fault,1
2024-01-01T01:12:00,5,69.962,2.987,23.747,1,1,1136.2,1,102.79,0,normal,0
2024-01-01T01:13:00,5,69.104,3.044,24.874,1,1,1037.5,1,83.28,0,normal,0
2024-01-01T01:14:00,5,68.611,3.756,26.329,1,0,0.0,1,109.98,0,normal,0
2024-01-01T01:15:00,5,71.116,3.045,25.413,0,1,1090.7,1,99.17,0,normal,0
2024-01-01T01:16:00,5,68.754,2.814,24.026,1,1,1364.8,1,103.79,0,normal,0
2024-01-01T01:17:00,5,70.531,2.777,24.818,0,1,1008.0,1,100.02,0,normal,0
2024-01-01T01:18:00,5,66.375,3.081,26.088,1,1,1201.1,1,96.56,0,normal,0
2024-01-01T01:19:00,5,72.219,2.735,24.125,1,1,1413.3,1,80.43,0,normal,0
2024-01-01T01:20:00,5,69.898,2.893,25.371,1,1,1150.7,1,106.24,0,normal,0
2024-01-01T01:21:00,5,74.484,2.328,24.417,1,1,1474.8,1,105.21,0,warning,0
2024-01-01T01:22:00,5,69.79,2.976,24.718,1,1,1057.6,1,89.51,0,normal,0
2024-01-01T01:23:00,5,71.011,2.571,27.677,1,1,1277.2,1,107.22,0,normal,0
2024-01-01T01:24:00,5,70.602,3.482,26.809,1,1,1422.7,1,107.8,0,normal,0
2024-01-01T01:25:00,5,73.677,2.898,25.981,1,1,1240.5,1,100.25,0,normal,0
2024-01-01T01:26:00,5,72.455,2.745,25.47,1,1,1286.1,1,84.87,0,normal,0
2024-01-01T01:27:00,5,63.779,3.22,24.856,0,1,1407.5,1,106.72,0,normal,0
2024-01-01T01:28:00,5,70.051,3.163,24.978,1,1,1108.1,1,108.67,0,normal,0
2024-01-01T01:29:00,5,70.134,2.884,24.974,1,1,1181.9,1,105.27,0,normal,0
2024-01-01T01:30:00,5,69.058,2.798,27.205,1,1,1297.6,1,106.22,0,normal,0
2024-01-01T01:31:00,5,67.369,2.416,23.369,1,1,1429.3,1,94.44,0,normal,0
2024-01-01T01:32:00,5,70.375,2.699,22.696,1,1,1185.2,1,81.25,0,normal,0
2024-01-01T01:33:00,5,69.357,2.94,28.056,1,1,1232.6,1,112.48,0,normal,0
2024-01-01T01:34:00,5,66.808,3.179,25.999,1,1,1316.6,1,116.78,0,normal,0
2024-01-01T01:35:00,5,62.625,2.454,22.972,1,1,1084.2,1,94.13,1,fault,1
2024-01-01T01:36:00,5,68.917,3.082,24.058,1,1,1387.0,1,108.08,0,normal,0
2024-01-01T01:37:00,5,71.119,2.56,23.347,1,1,1253.3,1,104.03,0,normal,0
2024-01-01T01:38:00,5,65.836,3.021,25.039,1,1,1217.4,1,103.68,0,warning,0
2024-01-01T01:39:00,5,63.449,2.55,25.535,1,1,1447.9,1,115.38,0,fault,1
