scenario_id,leak_exists,leak_start_time,leak_orifice_d_mm,leak_position_m,leak_onset_type,leak_onset_duration_s,pipe_length_m,pipe_diameter_m,pipe_roughness_m,fluid,P_inlet_Pa,P_outlet_Pa,demand_amplitude,sensor_P_noise_Pa,sensor_Q_noise,duration_s,notes
leak_large_0037,1,501.93039617556263,29.1,4635.3,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,25265758.78085576,4271465.514268759,0.020402947049803107,33790.6236580477,0.0069577168097169914,1800.0,"large sudden leak at 4635 m, d=29.1 mm, start=502 s"
normal_0065,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,35935648.18079443,2411219.901953375,0.04879180403306391,19922.072261646,0.009443076940713203,1800.0,Normal operation with demand variation
leak_medium_0247,1,779.0892533625783,11.57,5857.3,exponential,158.47411602435363,10000.0,0.508,4.6e-05,crude_oil,36829702.38472254,3034178.086831535,0.07311022599636402,11319.150046688359,0.0067286625751588475,1800.0,"medium exponential leak at 5857 m, d=11.6 mm, start=779 s"
leak_medium_0137,1,316.86895565883,8.35,7374.4,ramp,268.81904658900214,10000.0,0.508,4.6e-05,crude_oil,21350079.158608064,3632195.3930058205,0.05552017324693222,35549.25478890246,0.0023713923582209776,1800.0,"medium ramp leak at 7374 m, d=8.4 mm, start=317 s"
leak_large_0045,1,815.6502024956668,29.94,7216.7,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,24151384.03745099,4302495.407440844,0.06676145268714832,19842.134276828234,0.008447924659084305,1800.0,"large sudden leak at 7217 m, d=29.9 mm, start=816 s"
leak_large_0144,1,823.8882740261348,27.19,4900.0,exponential,104.73688759558271,10000.0,0.508,4.6e-05,crude_oil,31500470.794189315,1693872.2160035418,0.07056627665656573,19569.087777479264,0.009435403240369499,1800.0,"large exponential leak at 4900 m, d=27.2 mm, start=824 s"
normal_0187,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,4080747.7977767317,3201971.1323315366,0.025872996812891583,11273.738584842948,0.00558572870056933,1800.0,Normal operation with demand variation
leak_large_0061,1,870.5533234100651,20.62,5648.8,ramp,167.25292392775552,10000.0,0.508,4.6e-05,crude_oil,21209217.397084076,2948098.1374497996,0.04639119803549867,33850.82221888464,0.0042638363268905025,1800.0,"large ramp leak at 5649 m, d=20.6 mm, start=871 s"
leak_medium_0034,1,560.6369413654395,13.87,2925.1,ramp,53.317112115431094,10000.0,0.508,4.6e-05,crude_oil,13111729.62500723,1163145.9225004534,0.057201892562700224,35508.51055466152,0.008886141559636837,1800.0,"medium ramp leak at 2925 m, d=13.9 mm, start=561 s"
leak_small_0087,1,562.1446093939702,7.05,3120.5,ramp,258.4690129231467,10000.0,0.508,4.6e-05,crude_oil,22830128.354568426,4398429.75918132,0.06308035142526676,10623.604734275246,0.0035661728176777973,1800.0,"small ramp leak at 3121 m, d=7.0 mm, start=562 s"
normal_0149,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,15701931.13537855,2010569.631499806,0.06977572454514229,31357.534317657362,0.006508185895756299,1800.0,Normal operation with demand variation
normal_0015,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,27139901.628566235,1657187.1678731514,0.07350063597529484,36803.399190935896,0.0061508668830915925,1800.0,Normal operation with demand variation
leak_medium_0184,1,689.6342190022832,9.03,2225.3,ramp,178.22494396248365,10000.0,0.508,4.6e-05,crude_oil,24318239.817729503,3144964.7631674344,0.056978425763125395,34039.51978647587,0.009006756747435049,1800.0,"medium ramp leak at 2225 m, d=9.0 mm, start=690 s"
normal_0169,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,37033926.69357742,2204719.1166845034,0.07549774836241673,32890.57890330244,0.009761612580558746,1800.0,Normal operation with demand variation
leak_small_0113,1,839.8319385088128,7.2,6116.8,ramp,152.78770896841027,10000.0,0.508,4.6e-05,crude_oil,11100024.319139328,2391113.7468056544,0.02757448619397693,36102.86168841316,0.009056679992764018,1800.0,"small ramp leak at 6117 m, d=7.2 mm, start=840 s"
normal_0076,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,23875710.88488043,2881204.608525288,0.05485936242488304,38061.44108699485,0.0057411220530127725,1800.0,Normal operation with demand variation
normal_0088,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,24500610.94624437,2699497.7496423456,0.07076045367847453,36774.630690619786,0.007996948951382941,1800.0,Normal operation with demand variation
normal_0190,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,16182273.526272573,2752486.447549888,0.026911163198855642,11765.456119972954,0.006782848265649629,1800.0,Normal operation with demand variation
leak_large_0207,1,369.68805133633623,20.31,6350.7,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,1223763.4958978002,690851.2502832784,0.023978769057258497,10162.59399454594,0.006278415305443215,1800.0,"large sudden leak at 6351 m, d=20.3 mm, start=370 s"
normal_0148,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,14382235.52926337,2421798.212914234,0.04474249485783348,33633.78551916618,0.0050622653022420454,1800.0,Normal operation with demand variation
leak_small_0069,1,283.2063999143771,7.27,4592.5,ramp,287.53947028653937,10000.0,0.508,4.6e-05,crude_oil,24890779.350422576,4814206.799483932,0.03893220475417036,18215.450930807103,0.004758926425002382,1800.0,"small ramp leak at 4593 m, d=7.3 mm, start=283 s"
normal_0011,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,9034029.677225517,2762933.716533136,0.054863668382023695,10684.116130890925,0.009668473705931564,1800.0,Normal operation with demand variation
normal_0050,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,24095522.4387135,3554933.7918794323,0.049929017511889114,21956.575201046217,0.009338701380413409,1800.0,Normal operation with demand variation
normal_0142,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,24829871.71535907,2941452.041053408,0.03475253522030352,12933.639923363293,0.005745851245548672,1800.0,Normal operation with demand variation
leak_medium_0124,1,712.9052702611228,11.08,6093.7,ramp,119.69745027077883,10000.0,0.508,4.6e-05,crude_oil,22145520.98270082,2461268.4991613477,0.04467684515724958,22419.62128766121,0.0082945303336561,1800.0,"medium ramp leak at 6094 m, d=11.1 mm, start=713 s"
normal_0170,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,32154205.57406931,1773546.489598859,0.05688420465129734,14607.393372583436,0.007918160212529203,1800.0,Normal operation with demand variation
normal_0214,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,15904080.784718975,3572962.326555415,0.06964645115052483,20157.74329632442,0.005570000169290475,1800.0,Normal operation with demand variation
leak_large_0152,1,798.9912465711884,26.63,6951.4,exponential,133.10636128558235,10000.0,0.508,4.6e-05,crude_oil,14507989.61517882,2755206.268278562,0.04210809219863582,36095.70144134727,0.009335652686894277,1800.0,"large exponential leak at 6951 m, d=26.6 mm, start=799 s"
normal_0179,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,4781666.289759794,1584945.3216656651,0.045419307233036305,39134.05455406984,0.0040706850978991975,1800.0,Normal operation with demand variation
normal_0131,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,17154951.418127004,4108213.449733538,0.057609498967052516,18177.59492247675,0.002885794068804435,1800.0,Normal operation with demand variation
leak_medium_0033,1,654.3692269008668,16.66,2604.9,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,1440680.1804245326,940680.1804245326,0.07006536512906938,36339.726429781134,0.008500062152401327,1800.0,"medium sudden leak at 2605 m, d=16.7 mm, start=654 s"
normal_0026,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,22789963.545781292,1970932.7294460149,0.07145432864735345,29186.8981371133,0.004131706540006769,1800.0,Normal operation with demand variation
leak_large_0065,1,814.4879152836304,21.05,6877.4,ramp,177.69438161571006,10000.0,0.508,4.6e-05,crude_oil,24246191.784832176,3670283.173286418,0.028009750105511075,34308.740236340636,0.0076389877437769505,1800.0,"large ramp leak at 6877 m, d=21.0 mm, start=814 s"
leak_large_0050,1,429.01237998776907,19.49,3777.5,ramp,243.4818697440446,10000.0,0.508,4.6e-05,crude_oil,1850698.8270401226,1350698.8270401226,0.03442841324571427,13857.655273756098,0.005039987156111132,1800.0,"large ramp leak at 3778 m, d=19.5 mm, start=429 s"
leak_large_0121,1,409.6069335651507,29.11,7208.1,ramp,232.39098641603354,10000.0,0.508,4.6e-05,crude_oil,2786324.600704751,512639.198802795,0.024915193051119663,19258.46027828257,0.009981188752972084,1800.0,"large ramp leak at 7208 m, d=29.1 mm, start=410 s"
normal_0217,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,17117411.02776125,4368077.644406231,0.06098089738693986,18315.94420631619,0.002426600679466725,1800.0,Normal operation with demand variation
leak_medium_0191,1,367.60990782634263,16.3,2252.2,exponential,72.67357860208844,10000.0,0.508,4.6e-05,crude_oil,1619875.9725995688,652347.2650287994,0.030584136491264895,19346.744151818828,0.0037879889685928604,1800.0,"medium exponential leak at 2252 m, d=16.3 mm, start=368 s"
normal_0159,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,19683205.34694331,4867699.959871457,0.033014967368347296,22958.369830014457,0.008153940650385771,1800.0,Normal operation with demand variation
normal_0100,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,16790687.7965896,1288285.6989156439,0.024051108811244903,23089.499790827897,0.008196991050337839,1800.0,Normal operation with demand variation
normal_0183,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,22135866.099074174,4974827.850446558,0.051150034094859284,28393.282569824187,0.0021129978678145916,1800.0,Normal operation with demand variation
normal_0153,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,9691347.073828558,1635316.4903989309,0.024278272051090725,13976.262428542408,0.008618036764725893,1800.0,Normal operation with demand variation
leak_medium_0197,1,428.3653189104475,8.97,6534.2,exponential,73.2735696494347,10000.0,0.508,4.6e-05,crude_oil,14943830.137535509,1721960.4266972933,0.05725182245506494,11404.148254464113,0.006283564168471047,1800.0,"medium exponential leak at 6534 m, d=9.0 mm, start=428 s"
normal_0083,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,35105663.27326,3311815.3245070516,0.05219408081462536,13769.915586056079,0.009617997726765467,1800.0,Normal operation with demand variation
leak_medium_0070,1,231.72110620819825,9.32,4232.5,ramp,89.43539166293563,10000.0,0.508,4.6e-05,crude_oil,13218871.538506333,1590939.4759569624,0.023286446443426166,29554.465631727227,0.002698718520574268,1800.0,"medium ramp leak at 4232 m, d=9.3 mm, start=232 s"
leak_large_0091,1,747.2591654643866,19.73,7608.5,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,8122154.629153508,1376875.1366549642,0.07639895562229955,33941.18503816056,0.004068718968392761,1800.0,"large sudden leak at 7609 m, d=19.7 mm, start=747 s"
leak_large_0095,1,555.8381186729299,27.2,2157.3,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,20887707.82989572,2013181.0000252347,0.027129652535721558,27716.1222575717,0.0033575754579349233,1800.0,"large sudden leak at 2157 m, d=27.2 mm, start=556 s"
normal_0116,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,36123347.582131244,2156632.5246776175,0.04246783618693627,24452.90654086515,0.006515141442873428,1800.0,Normal operation with demand variation
normal_0182,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,17000912.781436827,2027950.8881009219,0.027436283266452668,13922.554401289557,0.008455553794832284,1800.0,Normal operation with demand variation
normal_0097,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,15907379.738959938,1811896.4568125815,0.02671068814284063,22704.861840389614,0.00641747942847464,1800.0,Normal operation with demand variation
leak_medium_0030,1,609.4313768814062,12.35,5510.9,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,15328676.70266469,1906347.5776554479,0.04972948047612094,24418.27445478363,0.007423542414911523,1800.0,"medium sudden leak at 5511 m, d=12.3 mm, start=609 s"
leak_medium_0188,1,451.4355496587869,15.78,3190.6,ramp,119.86271282507676,10000.0,0.508,4.6e-05,crude_oil,17481718.78216894,3338854.2649814636,0.03790243943990796,26484.032480198322,0.002771147899760355,1800.0,"medium ramp leak at 3191 m, d=15.8 mm, start=451 s"
normal_0160,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,3279931.6143761314,898039.9128189844,0.05759835306184889,22367.757893922255,0.008077144418451157,1800.0,Normal operation with demand variation
normal_0027,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,17325699.405288737,2786291.335402948,0.04276784478361574,38465.737801460215,0.009330784156305423,1800.0,Normal operation with demand variation
normal_0114,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,32526707.82175315,1516165.7959516465,0.053760080829915985,35564.36011207545,0.0059713398595144665,1800.0,Normal operation with demand variation
normal_0067,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,20901953.82766126,4473023.6658142265,0.057147145185618434,35664.746253717574,0.004034107870033258,1800.0,Normal operation with demand variation
normal_0194,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,15940212.021688303,4824479.829705521,0.028188233242670654,26115.179449804556,0.004374947884059314,1800.0,Normal operation with demand variation
leak_medium_0086,1,566.6399556613196,13.38,7208.9,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,16727502.584378894,2809613.9801525483,0.035346839205499594,31969.55266503445,0.008183976209531419,1800.0,"medium sudden leak at 7209 m, d=13.4 mm, start=567 s"
leak_large_0040,1,571.2130205451056,19.45,3033.0,exponential,236.65166104646838,10000.0,0.508,4.6e-05,crude_oil,20671093.654887922,3237955.859652656,0.03668444238320138,39638.167867372744,0.009770090530150946,1800.0,"large exponential leak at 3033 m, d=19.5 mm, start=571 s"
normal_0112,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,20679342.304284927,3116362.690074119,0.039242932801644564,12839.193047481662,0.003328501059311785,1800.0,Normal operation with demand variation
leak_large_0101,1,536.870861694856,20.49,2243.0,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,19147542.241619747,2645098.00466567,0.029078469288512668,39756.85956188795,0.003883801363214038,1800.0,"large sudden leak at 2243 m, d=20.5 mm, start=537 s"
normal_0168,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,35536756.30357736,3990970.3732178574,0.05620435744925652,16707.70962628141,0.005639155213861111,1800.0,Normal operation with demand variation
leak_small_0225,1,326.08209226033193,7.25,4698.6,ramp,267.06790362537515,10000.0,0.508,4.6e-05,crude_oil,16946816.96861951,4034849.0150441467,0.05894582070581196,32756.625826437543,0.005472037413207143,1800.0,"small ramp leak at 4699 m, d=7.3 mm, start=326 s"
normal_0000,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,30705419.71677668,4505092.719689839,0.07853734109820536,13843.408980266377,0.0056030875031645375,1800.0,Normal operation with demand variation
normal_0150,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,2393103.533845825,1893103.5338458251,0.07670889726024635,17728.378485461093,0.008932870657229381,1800.0,Normal operation with demand variation
leak_medium_0127,1,287.8086299520748,13.46,4180.8,exponential,191.14608032862054,10000.0,0.508,4.6e-05,crude_oil,10378640.364386197,2327582.7627198566,0.03467219454510836,25579.417222470758,0.006435356779567827,1800.0,"medium exponential leak at 4181 m, d=13.5 mm, start=288 s"
leak_large_0106,1,666.5389283236101,21.45,2009.8,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,8486674.54840835,1088895.6579291732,0.041331141118114784,17567.52356565051,0.007805667165901946,1800.0,"large sudden leak at 2010 m, d=21.4 mm, start=667 s"
leak_medium_0209,1,821.934558963599,12.21,5423.2,ramp,206.14263616484345,10000.0,0.508,4.6e-05,crude_oil,34372508.12974724,2754594.7590139667,0.02582182163200151,10118.378800815835,0.009451991515797543,1800.0,"medium ramp leak at 5423 m, d=12.2 mm, start=822 s"
leak_large_0245,1,250.76489050241793,26.06,6776.4,ramp,293.79171936431794,10000.0,0.508,4.6e-05,crude_oil,18790297.666614357,2964375.8426820524,0.043366694432157266,32557.209242206503,0.0066235645712770025,1800.0,"large ramp leak at 6776 m, d=26.1 mm, start=251 s"
normal_0070,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,14930954.269297015,1518831.8093262343,0.02024045628400037,27539.165024024966,0.003015279804148105,1800.0,Normal operation with demand variation
leak_large_0249,1,580.1127355738057,23.86,3140.2,ramp,72.68748301478004,10000.0,0.508,4.6e-05,crude_oil,20049722.17158687,3085591.400003246,0.07077565180474756,31430.263044835585,0.006654438873123567,1800.0,"large ramp leak at 3140 m, d=23.9 mm, start=580 s"
normal_0156,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,28835249.71326114,3490918.3188451165,0.057311721839260435,14052.393766525722,0.007548323756693756,1800.0,Normal operation with demand variation
leak_medium_0130,1,529.1713801754029,12.22,3296.7,ramp,223.4996500254228,10000.0,0.508,4.6e-05,crude_oil,29211734.107773613,4352157.906682009,0.07522402837760357,14828.422707445281,0.004206096603960553,1800.0,"medium ramp leak at 3297 m, d=12.2 mm, start=529 s"
leak_medium_0082,1,580.002096633562,10.97,6734.3,exponential,195.17529570109485,10000.0,0.508,4.6e-05,crude_oil,16600064.98062604,2189079.501887261,0.02116436902964105,23786.414537852506,0.00969611491055088,1800.0,"medium exponential leak at 6734 m, d=11.0 mm, start=580 s"
leak_large_0012,1,372.4557615436298,19.5,5652.8,ramp,89.92710789070814,10000.0,0.508,4.6e-05,crude_oil,19097010.765489947,2136800.3434686344,0.020975426593563107,31706.780622754097,0.008952734964148232,1800.0,"large ramp leak at 5653 m, d=19.5 mm, start=372 s"
normal_0017,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,23745620.408374645,2187521.3300010064,0.07830958556365804,10418.088631246046,0.003837248239990842,1800.0,Normal operation with demand variation
leak_medium_0129,1,515.2381272049919,8.85,2723.5,exponential,134.5960910363755,10000.0,0.508,4.6e-05,crude_oil,23887877.663650386,4273384.763975184,0.030793187882151667,27164.899094423752,0.009035477167629348,1800.0,"medium exponential leak at 2723 m, d=8.9 mm, start=515 s"
normal_0215,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,18682323.86248371,1676329.0840099403,0.042403012595520484,17045.20489777693,0.0028460010996921126,1800.0,Normal operation with demand variation
normal_0038,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,22451881.283288445,3705041.4560173955,0.06407726551610969,31297.140918439116,0.009841638279189454,1800.0,Normal operation with demand variation
leak_large_0000,1,271.3382985324361,28.42,2649.8,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,10745702.434609182,2203919.006146589,0.02971216163772445,19872.246112038094,0.006387181888277745,1800.0,"large sudden leak at 2650 m, d=28.4 mm, start=271 s"
normal_0227,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,31406891.40089417,4205132.804832002,0.03184892311179669,37064.49005227003,0.009019815849794076,1800.0,Normal operation with demand variation
leak_large_0051,1,454.61536445008977,28.71,5690.8,ramp,40.505921609038026,10000.0,0.508,4.6e-05,crude_oil,29186443.059903678,3500305.304708467,0.06427143088162449,24611.364801374704,0.0034757726734328475,1800.0,"large ramp leak at 5691 m, d=28.7 mm, start=455 s"
normal_0223,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,15412530.325065626,1849831.4952107957,0.02094819434979777,34803.24484041636,0.006361639209781121,1800.0,Normal operation with demand variation
leak_large_0194,1,402.7922539540916,29.8,3486.7,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,28807735.592860773,3130129.8360027582,0.038140586728536985,34581.98521402986,0.008538177754226222,1800.0,"large sudden leak at 3487 m, d=29.8 mm, start=403 s"
leak_large_0058,1,479.00261789192984,20.52,6670.2,ramp,103.842493385112,10000.0,0.508,4.6e-05,crude_oil,24278582.254629884,4860791.015830388,0.0618886784690514,10698.731800140798,0.0032281734474495912,1800.0,"large ramp leak at 6670 m, d=20.5 mm, start=479 s"
leak_small_0215,1,356.6364236813209,5.99,4893.2,ramp,268.9272290598101,10000.0,0.508,4.6e-05,crude_oil,4750249.283626381,4250249.283626381,0.06999437245784311,20710.518970018053,0.009301599925933452,1800.0,"small ramp leak at 4893 m, d=6.0 mm, start=357 s"
leak_medium_0073,1,573.2204352486938,12.59,5842.3,ramp,63.48535013367178,10000.0,0.508,4.6e-05,crude_oil,17216971.483768232,2176848.7593929456,0.06778799889701256,29887.64533096263,0.005840247995409735,1800.0,"medium ramp leak at 5842 m, d=12.6 mm, start=573 s"
normal_0129,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,15508334.619484771,4934854.854385506,0.04853367039397609,29445.51189001403,0.008254056380591561,1800.0,Normal operation with demand variation
normal_0151,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,13312927.548186049,3337809.8307244023,0.021630928009855103,29066.810620305547,0.007951957781559927,1800.0,Normal operation with demand variation
leak_small_0175,1,661.460229247262,4.92,2679.3,ramp,100.89456451324185,10000.0,0.508,4.6e-05,crude_oil,14416456.789116327,2843691.8238857826,0.06409097923909621,19109.75251329607,0.005370188484412191,1800.0,"small ramp leak at 2679 m, d=4.9 mm, start=661 s"
normal_0056,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,23581253.04624823,1515750.437288807,0.021776437347716792,30148.384265675762,0.0039012669068847787,1800.0,Normal operation with demand variation
normal_0099,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,18533376.950684678,4256123.561210258,0.044999959882392804,34041.68301528169,0.0059300595711309296,1800.0,Normal operation with demand variation
leak_small_0048,1,307.05130185790085,3.82,6895.0,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,9063886.830124078,3895426.351172197,0.05534124925461305,16499.36606693008,0.008436368050543576,1800.0,"small sudden leak at 6895 m, d=3.8 mm, start=307 s"
normal_0058,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,28852706.741145145,2927796.8289594874,0.07985480223577503,21771.072787653822,0.00932239008228444,1800.0,Normal operation with demand variation
leak_medium_0190,1,388.37961616033886,8.27,5822.7,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,20544498.819965277,2383579.405438069,0.05876070343825038,19963.525549366608,0.008610103321020341,1800.0,"medium sudden leak at 5823 m, d=8.3 mm, start=388 s"
leak_large_0125,1,738.3056059243256,20.71,2819.6,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,25958045.81779842,1537638.0116000893,0.07273574197686328,22872.25347960458,0.005158727141605058,1800.0,"large sudden leak at 2820 m, d=20.7 mm, start=738 s"
leak_large_0038,1,667.0035192364464,21.9,6498.4,ramp,231.45606004691356,10000.0,0.508,4.6e-05,crude_oil,19095023.368643887,3434350.47609095,0.07454306118789704,23264.45672393486,0.0076419204703347034,1800.0,"large ramp leak at 6498 m, d=21.9 mm, start=667 s"
leak_medium_0117,1,230.51527162935113,10.22,5674.7,ramp,120.88389906268954,10000.0,0.508,4.6e-05,crude_oil,28197059.457658768,3641631.1746972413,0.03162755676634476,25198.334192795606,0.00318895869021523,1800.0,"medium ramp leak at 5675 m, d=10.2 mm, start=231 s"
leak_large_0165,1,198.66688422547978,18.47,7993.2,ramp,30.084893303903478,10000.0,0.508,4.6e-05,crude_oil,26838114.565010957,3314332.265469391,0.023775800778232794,30486.839678459353,0.0030263313950168805,1800.0,"large ramp leak at 7993 m, d=18.5 mm, start=199 s"
leak_large_0147,1,881.4389996414279,21.22,7282.1,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,15032076.90685184,3858619.04042673,0.02135923926247624,27174.687273663403,0.00686733397235144,1800.0,"large sudden leak at 7282 m, d=21.2 mm, start=881 s"
normal_0198,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,16603458.907817833,2945193.0556100835,0.04034141755518959,12807.488360151183,0.00910423006582041,1800.0,Normal operation with demand variation
normal_0028,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,13354347.898300031,3545681.4663208737,0.051963336563944404,32046.794869308724,0.003619236745005747,1800.0,Normal operation with demand variation
leak_small_0196,1,538.2429532679229,3.39,2933.6,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,14520484.832048668,2041092.877910771,0.022734839220052677,26381.567382263012,0.002602270130226298,1800.0,"small sudden leak at 2934 m, d=3.4 mm, start=538 s"
normal_0235,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,34224259.251326874,3139418.6186548565,0.030223490549517493,17417.69719920311,0.003997363031470612,1800.0,Normal operation with demand variation
leak_medium_0153,1,618.0842662515057,17.98,3842.8,exponential,119.66732071707128,10000.0,0.508,4.6e-05,crude_oil,20773390.03076149,4018894.006091073,0.0774555460516503,21351.280444161133,0.0035977879761682633,1800.0,"medium exponential leak at 3843 m, d=18.0 mm, start=618 s"
normal_0107,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,16954865.09582004,3878344.5322313523,0.032419109578450386,14040.76074770042,0.008882255089751528,1800.0,Normal operation with demand variation
leak_large_0094,1,716.186371854517,20.81,7872.9,ramp,61.895329575349976,10000.0,0.508,4.6e-05,crude_oil,8683478.903956274,2967859.330374058,0.06149324882644511,24584.749276048628,0.007933522920360953,1800.0,"large ramp leak at 7873 m, d=20.8 mm, start=716 s"
leak_small_0131,1,888.3507601667566,4.44,5571.3,exponential,173.50627759754212,10000.0,0.508,4.6e-05,crude_oil,15577165.208126541,2889363.3241747553,0.057861688683982726,31730.802845284037,0.007053347084639487,1800.0,"small exponential leak at 5571 m, d=4.4 mm, start=888 s"
normal_0225,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,19023708.83172184,4186813.6144455955,0.027464623323591432,12662.034790236674,0.005254846715126612,1800.0,Normal operation with demand variation
leak_large_0164,1,763.0338089145273,22.98,2331.2,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,22475058.877639532,2110933.3425134495,0.030694760189065612,11906.000448860092,0.007482521939353938,1800.0,"large sudden leak at 2331 m, d=23.0 mm, start=763 s"
normal_0208,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,8109347.2111066375,2785568.0563762775,0.03136947663123295,27893.352980808202,0.00833816669736322,1800.0,Normal operation with demand variation
normal_0093,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,32932956.777632196,3053800.102385917,0.039332940429376295,28966.07500344587,0.004672890135670045,1800.0,Normal operation with demand variation
normal_0220,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,21392126.599365015,3916734.429262346,0.05513622568793479,10371.916417473878,0.0060778772790115515,1800.0,Normal operation with demand variation
normal_0089,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,18024802.81137928,4816374.598830974,0.04418841224714491,25268.024552540628,0.009256690615276068,1800.0,Normal operation with demand variation
leak_small_0006,1,227.7740187148184,5.69,5637.5,sudden,0.0,10000.0,0.508,4.6e-05,crude_oil,21508122.650440346,1948637.2561398142,0.06917167831306054,31483.928229785142,0.009000799176491782,1800.0,"small sudden leak at 5638 m, d=5.7 mm, start=228 s"
leak_medium_0241,1,444.60600843838665,8.19,7068.6,ramp,116.58367033028021,10000.0,0.508,4.6e-05,crude_oil,24587913.895457044,4258154.117944086,0.07301189177738729,17652.30284026997,0.007725033886207342,1800.0,"medium ramp leak at 7069 m, d=8.2 mm, start=445 s"
normal_0060,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,16969967.98772995,1705291.3506419784,0.051772523317104344,29603.176270284854,0.004395066332118605,1800.0,Normal operation with demand variation
leak_small_0081,1,329.30847017235465,4.92,4705.5,exponential,171.42123972986633,10000.0,0.508,4.6e-05,crude_oil,8312409.789906498,3071224.326336856,0.03499920524171053,24219.534190872728,0.006646970787491056,1800.0,"small exponential leak at 4706 m, d=4.9 mm, start=329 s"
normal_0012,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,26075489.9989917,3203304.157933561,0.05430368314256452,19947.069920276568,0.006165379219772302,1800.0,Normal operation with demand variation
normal_0046,0,,,,,,10000.0,0.508,4.6e-05,crude_oil,14876650.491660925,3116219.0964520383,0.020643658698540575,14912.539127748876,0.003327254943012269,1800.0,Normal operation with demand variation
